re,im
-0.151948143658582,7593565114592325e-31
-1.2625957637709264,16326467087516178e-31
-1.9834392666492837,-9697215917594703e-30
-1.3655947597706248,-2.010704632602002
-1.3655947597705411,2.010704632602028
-2.43548856462307,-9614555711559051e-30
-2.062740427118594,-2.4887381366675116
-2.062740427118733,2.488738136667404
-2.5660607116218657,60068034665568255e-31
-2.8254027791006298,-2.815002258985849
-2.8254027791006906,2.8150022589858312
-3.1049840610123556,-11172726659790825e-31
