re,im
0.007022854440053263,-0.013255644884523252
0.007022854440053428,0.013255644884523377
-6.671951387288537,-0.7976218883479058
-6.578019055405835,0.7523785223145646
-0.0006359018566945229,0.001132296299591292
-0.0006359018566945277,-0.0011322962995912946
-1.837859903825849,-4852582321902224e-24
-1.8377213227144262,4092322876895519e-24
-1.83874309295604,7610098866011383e-25
-0.556577489965112,-21144373413550154e-30
-1.2404662234365678,0.8436696369599388
-1.2404662234363568,-0.8436696369578511
-0.0004642740768357723,0.0008217043238008337
-0.0004642740768357751,-0.0008217043238008414
-0.5623107242642776,-2425922755913971e-29
-4.4793765459839125,-0.002163143113291874
0.13310701624636392,3303941577113134e-30
-0.0018985128948229822,6337760674155314e-34
-0.001582880003281163,0.0030264215782496817
-0.0015828800032811749,-0.003026421578249653
-0.00041070764389227826,0.0007257531140996217
-0.00041070764389228076,-0.0007257531140996252
0.0013139677503126123,-3885534658507018e-34
-3.8478135703310263,0.00029275253556944444
0.0035020411829432855,0.024114115749224913
0.003502041182943268,-0.02411411574922455
-0.06964652177130272,-0.1007012803894324
-0.0696465217712971,0.10070128038943904
-0.0008362705559143767,-0.0015031003357625302
-0.0008362705559143746,0.0015031003357625235
-0.010433409266950402,3715897272725754e-33
-0.9584498395981234,0.6659808346101469
-0.9584498395972607,-0.6659808346092582
-3.8271534714536766,3.137518403984235
-3.828588529249299,-3.1414389131770393
-0.5557948073778004,5544661435949975e-29
-0.0005730516620226026,0.0010191435859032867
-0.0005730516620226045,-0.0010191435859032872
0.0014852458420882796,-6134118569901477e-35
-3.3468681386501324,-27776519218473354e-21
-0.02511257940246402,11499836617138037e-32
0.0055163981244849775,-0.0067385456693603634
0.005516398124485094,0.00673854566936041
-4.0014089284564145,-3.999330548835431
-0.5812571066892356,2969454080307826e-29
-3.9962198173335928,4.002692618430572
-3.177707376300108,6168984410120419e-21
-0.0005176720292107886,-0.000918795480626822
-0.0005176720292107951,0.0009187954806268237
-3.206893248133671,-2.874263903667371
-3.2068830012631886,2.874759439936311
-5.644135163495241,17.91324157818692
-5.640937698235995,-17.91890065761983
0.001062686807241678,31571647530673247e-35
-2.8229261109241963,2.784383300864637
-2.8228988279119793,-2.7844213328342406
-0.5557905938202296,24023815564434294e-28
-2.0337802654946255,1.697291531460542
-2.03378026549952,-1.697291531472633
-0.5558144789238723,-35233959397774635e-28
1.738709139057312,-1.269996069969328
1.7387091390587175,1.2699960699687438
-0.6697017215556931,8896170632017383e-29
-0.5558803046871086,10911788366523234e-28
-0.556079337359765,-8547632691102872e-29
-0.0007150874964698694,0.0012746503073004314
-0.0007150874964698682,-0.0012746503073004377
-2.769282896614866,-10.028169914916138
-2.768025375904123,10.027108428394376
-0.0010584677631848489,-0.001931048571829633
-0.0010584677631848521,0.001931048571829639
0.0038368089075155078,-27537491862019294e-34
-2.522199797873375,-7.922459688026377
-2.5217586047167004,7.921632036750461
-3.00828925248342,-5.719917410836416
-3.0077213478097202,5.7196112666487515
0.0022957432552058415,-7495658866908232e-35
0.0009501400885233411,-19709566086323028e-35
142.02624789068796,0.09375843077656004
-2.3515989197319667,-5.7622267490113
-2.351486451054994,5.7623596014983045
0.0017612705912306893,-1051590141191069e-34
-1.4024443446246382,-1.9696218206048148
-1.4024443446959487,1.9696218206550797
-2.056550322148818,-4.935134084713028
-2.056534699931305,4.9351294939321235
0.0008379374069660225,-4791356407708642e-35
-1.4017601177665866,1.970361277476222
-1.4017601178359662,-1.9703612775238504
-2.047879261958019,-2.8857991566257
-2.0478792658106264,2.885799048039828
-2.0870503977537602,-2.520170231525272
-2.0870503732690957,2.5201702052962975
-2.709969839332042,-12397138494461044e-24
0.0011804286461888065,1896120442522965e-33
3.9068582815974096,2.5447615649590563
3.9068582815901802,-2.5447615649593756
-0.5557948121504334,12416795796624029e-30
-15.436740495927912,0.08593946717342706
